_id,Codice_IPA,Denominazione_ente,Tipologia,homepage_status,framework_primario,framework_secondari,cms_primario,ui_frameworks,confidence,js_count,css_count,evidenze_count
215,41M5YBG2,"CIRCOLO DIDATTICO ""SAN GIOVANNI BOSCO""",Pubbliche Amministrazioni,error,,,,,low,0,0,0
216,41ODRLU5,Istituto di Servizi per il mercato agricolo alimentare,Stazioni Appaltanti,error,,,,,low,0,0,0
218,446W9J1Y,AUSINO S.P.A.  SERVIZI IDRICI INTEGRATI,Gestori di Pubblici Servizi,error,,,,,low,0,0,0
219,46BR227J,Fondazione Teatro Carlo Coccia di Novara,Gestori di Pubblici Servizi,ok,,jQuery,,Bootstrap,low,8,14,11
222,47SSOC18,Istituto Comprensivo Mondragone 2,Pubbliche Amministrazioni,ok,,"React,jQuery",,Bootstrap Italia,low,14,15,9
225,48JYY1FM,ORDINE DEI MEDICI VETERINARI DI BENEVENTO,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,,high,17,7,24
226,48LQPAQ6,"ORDINE DEI BIOLOGI DEL PIEMONTE, DELLA LIGURIA E DELLA VALLE D'AOSTA",Pubbliche Amministrazioni,ok,Joomla,,Joomla,,high,31,11,3
228,4A91UEHP,FONDIRIGENTI GIUSEPPE TALIERCIO,Stazioni Appaltanti,ok,Liferay,jQuery,Liferay,Bootstrap,high,13,9,26
229,4C6P4HP6,Bologna Servizi Cimiteriali srl,Stazioni Appaltanti,ok,,,,Bootstrap,low,4,7,1
230,4C88A8DV,FONDAZIONE ISTITUTO TECNICO SUPERIORE PER LO SVILUPPO DEL SISTEMA CASA NEL MADE IN ITALY ROSARIO MESSINA,Gestori di Pubblici Servizi,ok,WordPress,jQuery,WordPress,,high,8,8,19
231,4CFJTTLW,azienda servizi spoleto Srl,Stazioni Appaltanti,ok,WordPress,jQuery,WordPress,Bootstrap Italia,high,16,16,10
232,4CTAAQDI,ANCONA INTERNATIONAL AIRPORT SPA,Stazioni Appaltanti,ok,WordPress,jQuery,WordPress,Bootstrap,high,18,11,31
233,4DCNS5QF,Fondazione Messina per la Cultura,Stazioni Appaltanti,ok,WordPress,jQuery,WordPress,Elementor,high,36,22,42
234,4E74TB2S,FONDO FORMAZIONE PMI,Stazioni Appaltanti,ok,WordPress,jQuery,WordPress,,high,12,11,23
235,4EMXGJX3,IC DON P. UVA-BATTISTI-FERRARIS (COSMAI),Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,22,13,34
236,4EVBLVBD,ACEGASAPSAMGA S.p.A.,Gestori di Pubblici Servizi,ok,Liferay,"Next.js,Nuxt,Vue,React,jQuery",Liferay,,high,17,6,33
237,4FGHPC8A,ISTITUTO MAGISTRALE DI CACCAMO,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,22,10,35
238,4FKOGXPC,FARMACIE SONA SRL,Stazioni Appaltanti,ok,,jQuery,,,low,1,0,3
239,4FTGOO9Q,Frazione Selva di Fuori del Comune di Selva dei Molini,Pubbliche Amministrazioni,ok,ASP.NET,jQuery,,Bootstrap Italia,high,18,5,15
240,4I5ECKIA,Pasubio Tecnologia s.r.l.,Stazioni Appaltanti,ok,,jQuery,,Bootstrap Italia,low,2,1,6
241,4ICNTMCY,OCDPC N. 854 DEL 27 GENNAIO 2022,Pubbliche Amministrazioni,error,,,,,low,0,0,0
242,4JTCHUHK,GE.TE.T. SPA,Gestori di Pubblici Servizi,ok,WordPress,jQuery,WordPress,,high,7,4,19
243,4KM8UAYZ,ENTE PORTO GIULIANOVA,Gestori di Pubblici Servizi,ok,WordPress,jQuery,WordPress,,high,14,10,25
245,4NW5PUS6,GRIM GESTIONE RISORSE IDRICHE MOLISANE S.C.A.R.L.,Gestori di Pubblici Servizi,ok,WordPress,jQuery,WordPress,Bootstrap,high,9,12,23
247,4PBKMXZT,ITS MARCO POLO - FONDAZIONE PER LA MOBILITA' SOSTENIBILE NEL SISTEMA PORTUALE E AEROPORTUALE,Gestori di Pubblici Servizi,ok,WordPress,jQuery,WordPress,,high,15,4,23
248,4PKGIX8K,Fondazione Policlinico Universitario Agostino Gemelli IRCCS,Gestori di Pubblici Servizi,ok,WordPress,"React,jQuery",WordPress,,high,34,39,40
249,4Q7W3LTX,Fondazione Casa di Riposo Quaglia Onuls,Stazioni Appaltanti,ok,,,,Bootstrap,low,16,4,1
250,4QTL3EL5,ATB servizi s.p.a.,Gestori di Pubblici Servizi,ok,,,,Bootstrap Italia,low,5,2,2
251,4QYODNC5,MIRABILIA NETWORK,Stazioni Appaltanti,ok,WordPress,"React,jQuery",WordPress,,high,11,10,15
252,4S9LK3NS,Fondazione Istituto Tecnico Superiore per le Tecnologie dell'informazione e della comunicazione,Gestori di Pubblici Servizi,ok,WordPress,"React,jQuery",WordPress,,high,15,6,22
253,4SK10CDN,COMMISSARIO STRAORDINARIO DEL GOVERNO PER IL RISANAMENTO DELLA BARACCOPOLI DELLA CITTA' DI MESSINA,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,Bootstrap Italia,high,19,8,30
254,4VD0KVZ6,Argentario Mobilità & Ambiente,Gestori di Pubblici Servizi,ok,WordPress,,WordPress,Bootstrap Italia,high,15,16,10
255,4VSXCZLC,R.S.A. SRL ,Stazioni Appaltanti,ok,ASP.NET,"React,jQuery",,Bootstrap,high,14,10,28
256,4WH03GS8,Fondazione Castello di Novara,Gestori di Pubblici Servizi,ok,WordPress,jQuery,WordPress,,high,14,7,20
257,4YP9RIEW,ISTITUTO SUPERIORE FRANCESCO GIORDANI,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,22,10,35
258,4YQGU40D,Fondazione Istituto Tecnico Superiore per il Made in Italy Leonardo Academy,Gestori di Pubblici Servizi,ok,WordPress,,WordPress,,high,7,3,7
261,4ZKKQNKQ,Sanitas Seriate s.r.l.,Gestori di Pubblici Servizi,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,39,0,47
262,50U27N8K,I.S. POLO DELLE ARTI CASELLI PALIZZI,Pubbliche Amministrazioni,ok,,"React,jQuery",,Bootstrap Italia,low,14,16,9
263,51XXY94X,LICEO DOMENICO DE RUGGIERI,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,22,10,35
264,52F9D08Y,COMUNI DELL'ACQUEDOTTO LANGHE SUD OCCIDENTALI SPA,Stazioni Appaltanti,ok,WordPress,jQuery,WordPress,,high,72,2,89
266,53S1QVDP,Fondazione Universitaria dell'Università di Salerno,Stazioni Appaltanti,ok,,jQuery,,,low,5,9,4
267,545AQBJC,FEDERAZIONE ITALIANA PESISTICA,Stazioni Appaltanti,ok,WordPress,jQuery,WordPress,Bootstrap,high,37,2,52
269,558BFEXP,TEP S.P.A.,Gestori di Pubblici Servizi,ok,WordPress,"jQuery,React",WordPress,Bootstrap Italia,high,21,8,38
270,55N6KWMK,EcoAmbiente Salerno SpA,Gestori di Pubblici Servizi,ok,WordPress,"jQuery,React",WordPress,Bootstrap Italia,high,13,14,30
271,56FG6XPQ,OIRM - Sant'Anna,Pubbliche Amministrazioni,error,,,,,low,0,0,0
273,56WKLHOX,ISTITUTO TECNICO SUPERIORE PER IL TURISMO,Gestori di Pubblici Servizi,ok,WordPress,jQuery,WordPress,,high,19,13,30
275,58O75BTG,"ISTITUTO COMPRENSIVO "" G. CARDUCCI""",Pubbliche Amministrazioni,ok,WordPress,,WordPress,Bootstrap Italia,high,20,10,9
276,59VIG8L0,PATRIMONIO PISA S.R.L.,Stazioni Appaltanti,ok,WordPress,"React,jQuery",WordPress,,high,24,16,38
277,5A0F9XHL,AIR CAMPANIA S.P.A.,Gestori di Pubblici Servizi,ok,WordPress,jQuery,WordPress,Bootstrap Italia,high,14,27,20
278,5AG3ZH7V,CONSORZIO IRICAVDUE,Stazioni Appaltanti,ok,WordPress,,WordPress,Bootstrap,high,41,18,8
279,5AHQNT4T,ACQUIRENTE UNICO SPA,Stazioni Appaltanti,error,,,,,low,0,0,0
280,5AMFGRN8,SALERNO SOLIDALE SPA,Gestori di Pubblici Servizi,ok,WordPress,"jQuery,React",WordPress,Bootstrap Italia,high,13,15,30
281,5AXRUUI0,R.E.A. ROSIGNANO ENERGIA AMBIENTE S.P.A.,Gestori di Pubblici Servizi,ok,WordPress,jQuery,WordPress,,high,39,11,47
282,5B67E3T4,ISTITUTO COMPRENSIVO CAPOTERRA N. 2,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,22,10,35
283,5B6CJIEW,Secif Srl,Gestori di Pubblici Servizi,ok,WordPress,,WordPress,,high,31,31,9
284,5B9J9SUG,IC COMUNE DI CORIANO,Pubbliche Amministrazioni,error,,,,,low,0,0,0
285,5BWCL08M,I.T.S. ACADEMY LAZIO DIGITAL ,Gestori di Pubblici Servizi,ok,WordPress,"Drupal,jQuery",WordPress,"Elementor,UIkit",high,31,33,41
286,5DNNOS0T,AZIENDA SOCIO SANITARIA LOCALE N. 1 DI SASSARI,Pubbliche Amministrazioni,ok,WordPress,,WordPress,Bootstrap Italia,high,30,9,7
287,5DQHOLMZ,ISTITUTO D'ISTRUZIONE SUPERIORE FRANCESCO DATINI,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,21,10,34
288,5DVYPGTK,FONDAZIONE UMBRIA FILM COMMISSION,Pubbliche Amministrazioni,error,,,,,low,0,0,0
289,5EHNYROS,"ISTITUTO ISTRUZIONE SUPERIORE ""A.MEUCCI-E.MATTEI""",Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,22,10,35
290,5EYBRCDR,TRIESTE TRASPORTI S.p.A.,Gestori di Pubblici Servizi,ok,Drupal,jQuery,Drupal,,high,28,26,44
291,5GCX4M0S,Società Intercomunale Gas S.p.A.,Gestori di Pubblici Servizi,error,,,,,low,0,0,0
292,5GOPE0AP,Consiglio di Amministrazione del Consorzio per la Valorizzazione del Porto Vecchio URSUS,Gestori di Pubblici Servizi,ok,Angular,"jQuery,React",,Bootstrap Italia,medium,9,2,17
293,5I8RW1NM,"IC ""Bosco - Moro - Fiore""",Pubbliche Amministrazioni,ok,WordPress,"Joomla,React,jQuery",WordPress,Bootstrap Italia,high,6,2,16
294,5LWDEPQX,Istituto Tecnologico Superiore Academy Agroalimentare Puglia (Fondazione ITS Academy AgriPuglia),Gestori di Pubblici Servizi,ok,WordPress,jQuery,WordPress,,high,50,57,63
295,5M1SBOLO,I.T.T A. PACINOTTI,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,22,10,35
296,5N2TR557,PagoPA S.p.A.,Gestori di Pubblici Servizi,ok,,,,,low,0,0,0
298,5QOB2CIY,GAL PONTE LAMA SCARL,Gestori di Pubblici Servizi,ok,WordPress,jQuery,WordPress,Elementor,high,26,25,44
299,5QRGRGTP,BORSA MERCI TELEMATICA ITALIANA SCPA,Stazioni Appaltanti,ok,WordPress,,WordPress,"Bootstrap Italia,Foundation",high,33,28,10
300,5QZY1GA0,ASSOCIAZIONE TEATRALE FRA I COMUNI DEL LAZIO,Stazioni Appaltanti,ok,WordPress,,WordPress,,high,37,22,7
301,5RY8ZQSZ,Sailpost S.p.A.,Gestori di Pubblici Servizi,ok,WordPress,jQuery,WordPress,,high,18,6,20
302,5ST98L52,Sielte SPA,Gestori di Pubblici Servizi,ok,,jQuery,,Bootstrap,low,7,4,5
303,5SY2NIM3,ISTITUTO TECNOLOGICO SUPERIORE ACADEMY CASA CAMPANIA,Gestori di Pubblici Servizi,ok,WordPress,,WordPress,,high,3,1,8
304,5TX38ION,ASSOSERVIZI SOCIETA' A SUPPORTO DELLA PUBBLICA AMMINISTRAZIONE SRL,Gestori di Pubblici Servizi,ok,,,,Bootstrap,low,16,9,1
305,5V3ZMCFD,"FABRE - CONSORZIO DI RICERCA PER LA VALUTAZIONE ED IL MONITORAGGIO DI PONTI, VIADOTTI E ALTRE STRUTTURE",Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,,high,17,11,26
307,5YV1BPFK,"LICEO ""DON TONINO BELLO""",Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,26,15,35
309,6006VSSS,SISTEMA AMBIENTE SPA,Gestori di Pubblici Servizi,error,,,,,low,0,0,0
310,609OPZNV,FEDERAZIONE PUGILISTICA ITALIANA ,Stazioni Appaltanti,ok,Joomla,,Joomla,Bootstrap,medium,36,24,2
312,62XLEE38,STEAT SPA,Stazioni Appaltanti,ok,WordPress,"jQuery,React",WordPress,,high,50,43,68
313,633CP49E,"CITTALIA - Fondazione dell'ANCI sulle politiche sociali per l'accoglienza, l'integrazione e la cittadinanza",Stazioni Appaltanti,ok,WordPress,,WordPress,"Elementor,Bootstrap",high,34,27,10
314,63X8KW43,"Ordine interprovinciale della professione sanitaria di fisioterapista di Catania, Ragusa e Siracusa",Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,,high,47,34,55
315,641NUAR3,ISTITUTO DI ISTRUZIONE SUPERIORE S.D'ACQUISTO,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,22,4,32
316,64G6NIHR,ITS - Energia e Ambiente,Gestori di Pubblici Servizi,ok,Joomla,"React,jQuery",Joomla,Bootstrap,high,20,11,19
317,682WDFH2,TALETE SPA,Gestori di Pubblici Servizi,error,,,,,low,0,0,0
321,6CSCG00Q,CST SISTEMISUD ,Societa' in Conto Economico Consolidato,ok,WordPress,"jQuery,React",WordPress,Bootstrap Italia,high,17,16,32
322,6CY4731G,EXE.GESI SPA,Gestori di Pubblici Servizi,ok,ASP.NET,jQuery,,Bootstrap,high,5,3,8
323,6D4BRU39,"I.I.S.S. ""G. CESARE - D. ROMANAZZI""",Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,21,10,34
324,6F18K2W9,IC DON MILANI GARIBALDI LEONE,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,24,14,38
325,6G739KU9,ALBISOLA SERVIZI S.R.L.,Stazioni Appaltanti,ok,WordPress,ASP.NET,WordPress,Bootstrap Italia,high,17,18,10
326,6GF796UD,I.C. S.F. D'ASSISI - E. PACELLI,Pubbliche Amministrazioni,ok,Joomla,"React,jQuery",Joomla,Bootstrap,medium,29,18,34
327,6I7YUOEO,SCUOLA DI ALTA SPECIALIZZAZIONE E CENTRO STUDI PER LA MANUTENZIONE E CONSERVAZIONE DEI CENTRI STORICI IN TERRITORI INSTABILI,Stazioni Appaltanti,ok,WordPress,,WordPress,,high,21,15,8
328,6JBIWZ80,Istituto comprensivo G. Bartolena,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,Bootstrap Italia,high,24,8,34
329,6MEKAFH6,Istituto Comprensivo 17 Angiulli,Pubbliche Amministrazioni,ok,,"React,jQuery",,Bootstrap Italia,low,15,15,9
330,6N07RMJW,Agenzia per lo Sviluppo del Sistema Territoriale della Valle del Sarno SpA,Stazioni Appaltanti,ok,WordPress,,WordPress,,high,71,2,7
331,6PAVRHY5,ATER Provincia Aquila,Stazioni Appaltanti,ok,WordPress,"jQuery,React",WordPress,Bootstrap Italia,high,17,20,34
334,6RAXEBMY,ISTITUTO TECNOLOGICO SUPERIORE - ITS ACADEMY INNOVAPROFESSIONI PER IL TURISMO E LE ATTIVITA' CULTURALI,Gestori di Pubblici Servizi,ok,WordPress,,WordPress,Elementor,high,37,39,9
335,6TAN6PRP,AZIENDA SERVIZI ECOLOGICI,Gestori di Pubblici Servizi,ok,WordPress,,WordPress,"Elementor,Bootstrap",high,25,24,10
336,6TIT8ALQ,FONDAZIONE DMO DOLOMITI BELLUNESI,Stazioni Appaltanti,ok,Vue,"React,jQuery",,Bootstrap,high,9,6,14
337,6U598X6H,CENTRO NAZIONALE DI RICERCA PER LE TECNOLOGIE DELL'AGRICOLTURA - AGRITECH,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Elementor,high,21,24,34
338,6UPF0YUZ,"ISTITUTO TECNICO COMMERCIALE ""1-2 G.P. CHIRONI-S.SATTA"" NUORO",Pubbliche Amministrazioni,ok,WordPress,,WordPress,,high,12,4,7
339,6UZKD69P,Fondazione Teatro Sociale di Voghera,Stazioni Appaltanti,ok,WordPress,"jQuery,React",WordPress,,high,38,27,62
342,6WECXT3I,Fondazione ITS Nuove Tecnologie per Il Made in Italy - servizi alle imprese,Gestori di Pubblici Servizi,ok,WordPress,jQuery,WordPress,,high,15,5,29
343,6X1RDWV0,  ISTITUTO COMPRENSIVO Gianni RODARI - Giovanni XXIII,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,20,12,34
344,6Y5X0OIY,Telecom Italia Trust Technologies S.r.l.,Gestori di Pubblici Servizi,ok,,jQuery,,Bootstrap,low,6,18,8
345,6YJWRKS1,ORDINE DEI MEDICI VETERINARI DELLA PROVINCIA DI AREZZO,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Elementor,high,28,32,38
346,6ZTPE07R,Unione Comuni Monferrato e Pianalto Astigiano,Pubbliche Amministrazioni,ok,ASP.NET,"React,jQuery",,Bootstrap Italia,high,3,6,13
347,70RBCZQ5,Commissario Straordinario per la realizzazione delle opere di infrastrutturazione viaria della Regione Sardegna - DPCM 22 novembre 2021,Pubbliche Amministrazioni,ok,Next.js,React,,,high,12,2,19
348,710VMN1T,S.T.E.P. SRL,Gestori di Pubblici Servizi,ok,Next.js,React,,,high,19,3,29
349,7176DSEB,CAMERA ARBITRALE DI MILANO S.R.L. SOCIETA' BENEFIT,Stazioni Appaltanti,ok,,,,,low,1,0,0
350,721S6ANG,Commissione indipendente per la verifica dell'equilibrio economico e finanziario delle società sportive professionistiche,Pubbliche Amministrazioni,ok,,jQuery,,Bootstrap,low,1,3,5
351,72CDTS77,AZIENDA TERRITORIALE EDILIZIA RESIDENZIALE PROV.ROVIGO,Stazioni Appaltanti,ok,WordPress,"jQuery,React,Alpine.js",WordPress,Bootstrap Italia,high,36,32,59
352,72DW9NBP,Ordine della professione sanitaria di fisioterapista di Pavia,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,Bootstrap,high,19,9,24
354,74XC7YU2,ISTITUTO COMPRENSIVO POMPEI 1 CAPOLUOGO,Pubbliche Amministrazioni,ok,,"React,jQuery",,Bootstrap Italia,low,12,12,9
355,75KEEH9Y,FONDAZIONE MARCHE CULTURA,Stazioni Appaltanti,ok,WordPress,jQuery,WordPress,Bootstrap,high,22,10,31
356,7746IORT,ISTITUTO COMPRENSIVO MAHATMA GANDHI ALBIANO M.,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,22,10,35
357,78EKNPP3,federazione italiana surfing sci nautico wakeboard,Stazioni Appaltanti,ok,WordPress,jQuery,WordPress,,high,13,6,15
358,798627NV,AZIENDA CUNEESE DELL'ACQUA SPA,Stazioni Appaltanti,ok,WordPress,,WordPress,,high,26,28,8
359,79EGY04C,"Istituto Comprensivo Statale ""San Giovanni Bosco-Giovanni XXIII-Carducci""",Pubbliche Amministrazioni,ok,,,,Bootstrap Italia,low,11,10,3
360,79JAO2H1,"Istituto Comprensivo ""U.Foscolo- Via Stoccolma""",Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,17,9,29
361,79OSTV8M,Autolinee Casciato S.r.L.,Stazioni Appaltanti,error,,,,,low,0,0,0
362,79URAT5P,ACQUAENNA SCPA,Gestori di Pubblici Servizi,ok,WordPress,,WordPress,,high,3,9,8
363,7AD641XZ,FRZ SRL,Stazioni Appaltanti,ok,WordPress,"React,jQuery",WordPress,,high,34,18,48
365,7CWQ8IV2,NUOVA SALENTO ENERGIA S.R.L.,Gestori di Pubblici Servizi,ok,ASP.NET,"React,jQuery",,,medium,6,6,11
366,7CYTCUK9,DON MILANI PERTINI - E. MORANTE,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,20,12,33
369,7EIMQDFE,Padova Attiva S.r.l.,Stazioni Appaltanti,ok,WordPress,jQuery,WordPress,,high,1,4,8
370,7FKYBH9E,3-i ,Societa' in Conto Economico Consolidato,ok,,,,Bootstrap,low,4,9,1
371,7GOVGT25,Euromilano S.p.A.,Stazioni Appaltanti,ok,WordPress,"React,jQuery",WordPress,Bootstrap,high,32,24,53
372,7H3CLLM0,APRICA SPA,Gestori di Pubblici Servizi,ok,Next.js,React,,,high,32,14,4
375,7HP3V1V6,ALEA Ambiente SpA,Gestori di Pubblici Servizi,ok,WordPress,Vue,WordPress,Bootstrap,high,26,10,10
376,7HQKKCIS,ISTITUTO TECNICO SUPERIORE ABRUZZO TURISMO E CULTURA,Gestori di Pubblici Servizi,ok,,jQuery,,Bootstrap,low,4,8,7
377,7HSE7NE1,ISTITUTO COMPRENSIVO 2,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,22,10,35
378,7IW8ELTH,San Donnino Multiservizi Srl,Gestori di Pubblici Servizi,ok,WordPress,"Vue,React,jQuery",WordPress,,high,26,34,41
379,7JD299SA,Diocesi San Marco Argentano-Scalea,Stazioni Appaltanti,ok,WordPress,"Angular,React,jQuery",WordPress,Bootstrap,high,24,28,43
380,7KXPDU26,ISTITUTO TECNOLOGICO SUPERIORE ACADEMY NUOVE SCIENZE E TECNOLOGIE PER LA VITA,Gestori di Pubblici Servizi,ok,WordPress,"React,jQuery",WordPress,Elementor,high,28,33,41
381,7LAQH02E,NEUTALIA S.R.L.,Gestori di Pubblici Servizi,ok,Drupal,jQuery,Drupal,Bootstrap,high,6,4,16
382,7LOZOO0S,I. C. MANDES-MONTI DAUNI,Pubbliche Amministrazioni,ok,WordPress,,WordPress,Bootstrap Italia,high,22,10,9
383,7OB84U7Z,Cassa di Previdenza e Assistenza tra i dipendenti del Ministero delle Infrastrutture e dei Trasporti,Pubbliche Amministrazioni,ok,WordPress,,WordPress,,high,6,4,8
384,7OGVI29G,EDMA RETI GAS SRL,Gestori di Pubblici Servizi,ok,WordPress,,WordPress,Bootstrap,high,11,11,10
385,7P67KQRT,Fly Network Srl,Gestori di Pubblici Servizi,ok,WordPress,"React,jQuery",WordPress,,high,70,47,86
386,7P9NB79B,ARAP SERVIZI S.R.L.,Stazioni Appaltanti,error,,,,,low,0,0,0
387,7PH1CDSJ,"ISTITUTO COMPRENSIVO ""P.S. ZIMARINO"" DI CASALBORDINO",Pubbliche Amministrazioni,ok,WordPress,"Drupal,React,jQuery",WordPress,"Bootstrap Italia,Elementor",high,37,52,62
388,7PJKGTET,LIGURCAPITAL SPA,Societa' in Conto Economico Consolidato,ok,Joomla,"ASP.NET,jQuery",Joomla,Bootstrap,high,12,8,20
389,7PWNLBMQ,ISTITUTO DI ISTRUZIONE SUPERIORE PAOLO DAGOMARI,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,Bootstrap Italia,high,17,37,25
390,7QCUI616,Cassa Mutua Nazionale tra i Cancellieri ed i Segretari Giudiziari,Pubbliche Amministrazioni,ok,WordPress,ASP.NET,WordPress,,high,8,5,8
391,7RIG1C6B,SOCIETA ITALIANA TRAFORO GRAN SAN BERNARDO ,Stazioni Appaltanti,ok,WordPress,,WordPress,Elementor,high,18,24,11
392,7S2HQA9E,Solofra Servizi SpA,Gestori di Pubblici Servizi,ok,WordPress,"React,jQuery",WordPress,,high,33,22,47
393,7S3QTPXP,Fondazione Istituto G. Giglio di Cefalù,Stazioni Appaltanti,ok,WordPress,"jQuery,React",WordPress,Bootstrap Italia,high,18,20,35
394,7S7BGX0F,Trenitalia Tper S.C.A.R.L.,Gestori di Pubblici Servizi,error,,,,,low,0,0,0
395,7T093CG4,AZIENDA SOCIO SANITARIA LOCALE N. 3 DI NUORO,Pubbliche Amministrazioni,ok,WordPress,,WordPress,Bootstrap Italia,high,29,9,8
397,7TA5W3S2,Commissariato generale di sezione per la partecipazione italiana a Expo 2025 Osaka,Pubbliche Amministrazioni,ok,Angular,,,Bootstrap Italia,high,3,2,5
400,7U0QFN0C,Provincia del Sulcis Iglesiente,Pubbliche Amministrazioni,ok,Laravel,"React,WordPress,jQuery",,Bootstrap Italia,medium,6,3,18
401,7U83R2FL,Andreani Tributi srl,Gestori di Pubblici Servizi,ok,WordPress,"React,jQuery",WordPress,Bootstrap,high,17,6,31
402,7UG4CTPM,Comunità Montana Versante dello Stretto,Pubbliche Amministrazioni,error,,,,,low,0,0,0
403,7UKG69R2,Istituto Comprensivo Pluchinotta,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,,high,20,11,29
404,7VKA95UA,CASA ATC SERVIZI SRL,Stazioni Appaltanti,ok,WordPress,,WordPress,Bootstrap Italia,high,15,17,9
405,7VONFACG,Venerabile Confraternita di Santa Lucia VM e Misericordia di Antignano ODV,Gestori di Pubblici Servizi,ok,WordPress,"React,jQuery",WordPress,,high,26,14,42
407,7WO6BFIT,ASI srl - Agenzia Sviluppo e Innovazione,Stazioni Appaltanti,ok,WordPress,,WordPress,Bootstrap Italia,high,9,21,9
408,7XE4GJP3,AUTOSTRADE DELLO STATO S.P.A.,Stazioni Appaltanti,ok,,,,Foundation,low,15,3,2
409,7ZHXNWHL,CONSORZIO RIUNITO STRADE VICINALI COMUNE ARCIDOSSO,Pubbliche Amministrazioni,ok,WordPress,,WordPress,,high,3,2,5
412,817BQG20,UNIONE MONTANA SIRENTINA,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,Bootstrap Italia,high,18,11,12
413,81J321XP,VELOCE' INDUSTRY SRL,Gestori di Pubblici Servizi,ok,WordPress,"React,jQuery",WordPress,Elementor,high,14,23,26
415,82SGXOP7,COMMISSARIO DELEGATO O.C.D.P.C. 872/2022 PRESIDENTE REGIONE BASILICATA,Pubbliche Amministrazioni,ok,WordPress,"Drupal,React,jQuery",WordPress,"Elementor,UIkit",high,52,75,73
416,84IX3L0P,CONSORZIO INDUSTRIALE PROVINCIALE DI CAGLIARI,Stazioni Appaltanti,ok,WordPress,"React,jQuery",WordPress,,high,7,10,15
417,85FQR8X2,5T Srl,Gestori di Pubblici Servizi,ok,WordPress,,WordPress,,high,16,28,6
418,85X474AS,COSMARI SRL,Gestori di Pubblici Servizi,ok,WordPress,"React,jQuery",WordPress,,high,13,7,26
419,876UN3AE,I.C. VICO II FONTANELLE - GIOVANNI PAOLO II,Pubbliche Amministrazioni,ok,WordPress,,WordPress,,high,0,2,4
420,897QGW69,"ISTITUTO DI ISTRUZIONE SUPERIORE ""ALBE STEINER""",Pubbliche Amministrazioni,ok,WordPress,,WordPress,Elementor,high,17,18,9
421,8D75X2F2,CONSORZIO BACINO IMBRIFERO MONTANO FIUME LIRI - GARIGLIANO,Pubbliche Amministrazioni,error,,,,,low,0,0,0
422,8DLHBH1N,broni stradella pubblica srl,Stazioni Appaltanti,ok,WordPress,,WordPress,,high,20,16,7
423,8FL5MZFG,STRUTTURA DEL COMMISSARIO STRAORDINARIO ART. 42 BIS D.L. 23/2020,Pubbliche Amministrazioni,ok,WordPress,,WordPress,,high,2,3,7
424,8G9SP94T,ENTE AUTONOMO GIFFONI EXPERIENCE,Stazioni Appaltanti,ok,WordPress,jQuery,WordPress,,high,11,2,13
425,8HFG1ZY6,AZIENDA SOCIO SANITARIA LOCALE N. 2 DELLA GALLURA,Pubbliche Amministrazioni,ok,WordPress,,WordPress,Bootstrap Italia,high,29,9,8
426,8HTD8P8I,Fondazione Musica per Roma ,Stazioni Appaltanti,ok,WordPress,,WordPress,Bootstrap,high,36,16,8
